Name, Price, Link, Img
Samsung SM-A715 Galaxy A71 6Gb/128Gb,7999,https://www.pandashop.md/ru/product/sm-a715-galaxy-a71-6gb-128gb-blue-00240553/,https://cdn.pandashop.md/i/?i=/i/products/57/578874.jpg&w=200&h=200
Xiaomi Redmi 9C 3Gb/64Gb,3199,https://www.pandashop.md/ru/product/redmi-9c-3gb-64gb-blue-00304671/,https://cdn.pandashop.md/i/?i=/i/products/70/707628.jpg&w=200&h=200
Apple iPhone XR 64Gb,12573,https://www.pandashop.md/ru/product/iphone-xr-64gb-duos-white-00-00178371/,https://cdn.pandashop.md/i/?i=/i/products/43/431821.jpg&w=200&h=200
Samsung SM-A715 Galaxy A71 6Gb/128Gb,7999,https://www.pandashop.md/ru/product/sm-a715-galaxy-a71-6gb-128gb-silver-00240554/,https://cdn.pandashop.md/i/?i=/i/products/57/578878.jpg&w=200&h=200
Samsung Galaxy M21 4Gb/64Gb,4255,https://www.pandashop.md/ru/product/galaxy-m21-4gb-64gb-black-00268359/,https://cdn.pandashop.md/i/?i=/i/products/63/634388.jpg&w=200&h=200
Philips S561,2271,https://www.pandashop.md/ru/product/s561-black-00225101/,https://cdn.pandashop.md/i/?i=/i/products/54/543232.jpg&w=200&h=200
Samsung SM-A115 Galaxy A11 2Gb/32Gb,3049,https://www.pandashop.md/ru/product/sm-a115f-galaxy-a11-2gb-32gb-black-00271242/,https://cdn.pandashop.md/i/?i=/i/products/63/639377.jpg&w=200&h=200
Nokia 230 Duos,1059,https://www.pandashop.md/ru/product/230-duos-dark-silver-00-00053757/,https://cdn.pandashop.md/i/?i=/i/products/19/196179.jpg&w=200&h=200
Nokia 105 (2019) Duos,488,https://www.pandashop.md/ru/product/105-2019-duos-black-00225664/,https://cdn.pandashop.md/i/?i=/i/products/54/543355.jpg&w=200&h=200
Samsung SM-A315 Galaxy A31 4Gb/64Gb,4499,https://www.pandashop.md/ru/product/m-a315-galaxy-a31-4gb-64-prism-crush-blue-00265322/,https://cdn.pandashop.md/i/?i=/i/products/62/625815.jpg&w=200&h=200
Samsung SM-A315 Galaxy A31 4Gb/64Gb,4499,https://www.pandashop.md/ru/product/-a315-galaxy-a31-4gb-64-prism-crush-black-00265324/,https://cdn.pandashop.md/i/?i=/i/products/62/625823.jpg&w=200&h=200
Vonino Zun N 4G,1722,https://www.pandashop.md/ru/product/zun-n-4g-dark-grey-00225134/,https://cdn.pandashop.md/i/?i=/i/products/54/543260.jpg&w=200&h=200
Samsung SM-A515 Galaxy A51 6Gb/128Gb,6349,https://www.pandashop.md/ru/product/a51-6-128-samsung-sm-a515fzkwsek-00243129/,https://cdn.pandashop.md/i/?i=/i/products/58/583336.jpg&w=200&h=200
OnePlus 6 6Gb/64Gb Mirror,9442,https://www.pandashop.md/ru/product/6-6gb-64gb-mirror-black-00-00159254/,https://cdn.pandashop.md/i/?i=/i/products/38/389811.jpg&w=200&h=200
Xiaomi Mi 10 Lite 6Gb/64Gb,6199,https://www.pandashop.md/ru/product/mi-10-lite-6gb-64gb-gray-00289716/,https://cdn.pandashop.md/i/?i=/i/products/66/669728.jpg&w=200&h=200
Huawei Y6P 3Gb/64Gb Midnight,3085,https://www.pandashop.md/ru/product/y6p-midnight-black-00287271/,https://cdn.pandashop.md/i/?i=/i/products/66/660638.jpg&w=200&h=200
Samsung Galaxy M31 6Gb/128Gb,5371,https://www.pandashop.md/ru/product/galaxy-m31-6gb-128gb-black-00271555/,https://cdn.pandashop.md/i/?i=/i/products/64/640741.jpg&w=200&h=200
Huawei P40 Lite 6Gb/128Gb Bright green,5280,https://www.pandashop.md/ru/product/p40-lite-6gb-128gb-bright-green-00267269/,https://cdn.pandashop.md/i/?i=/i/products/63/630801.jpg&w=200&h=200
Xiaomi Mi Note 10 Lite 6Gb/64Gb,6498,https://www.pandashop.md/ru/product/mi-note-10-lite-6gb-64gb-nebula-purple-00267765/,https://cdn.pandashop.md/i/?i=/i/products/65/656133.jpg&w=200&h=200
Samsung SM-A515 Galaxy A51 6Gb/128Gb,6299,https://www.pandashop.md/ru/product/a51-6-128-samsung-sm-a515fzbwsek-00243126/,https://cdn.pandashop.md/i/?i=/i/products/58/583340.jpg&w=200&h=200
Huawei P30 Lite 4Gb/128Gb Midnight,5204,https://www.pandashop.md/ru/product/p30-lite-4gb-128gb-midnight-black-00221020/,https://cdn.pandashop.md/i/?i=/i/products/53/536886.jpg&w=200&h=200
Huawei P40 Lite 6Gb/128Gb Midnight,5090,https://www.pandashop.md/ru/product/p40-lite-6gb-128gb-midnight-black-00267268/,https://cdn.pandashop.md/i/?i=/i/products/63/630813.jpg&w=200&h=200
Oppo A12 3Gb/32Gb,2499,https://www.pandashop.md/ru/product/a12-3gb-32gb-black-00286086/,https://cdn.pandashop.md/i/?i=/i/products/65/657521.jpg&w=200&h=200
Xiaomi Redmi Note 9 4Gb/128Gb,4040,https://www.pandashop.md/ru/product/redmi-note-9-4gb-128gb-black-00316398/,https://cdn.pandashop.md/i/?i=/i/products/73/732032.jpg&w=200&h=200
Nokia 3310 Duos,1182,https://www.pandashop.md/ru/product/3310-duos-grey-00-00117336/,https://cdn.pandashop.md/i/?i=/i/products/31/314191.jpg&w=200&h=200
Xiaomi Poco X3 6/64GB,5207,https://www.pandashop.md/ru/product/poco-x3-6-64gb-grey-00311999/,https://cdn.pandashop.md/i/?i=/i/products/72/724342.jpg&w=200&h=200
Samsung SM-G988 Galaxy S20 Ultra 12Gb/128Gb,22799,https://www.pandashop.md/ru/product/-galaxy-s20-ultra-12gb-128gb-cosmic-black-00245908/,https://cdn.pandashop.md/i/?i=/i/products/59/593071.jpg&w=200&h=200
Apple iPhone 11 Pro 64Gb,21364,https://www.pandashop.md/ru/product/iphone-11-pro-64gb-silver-00224556/,https://cdn.pandashop.md/i/?i=/i/products/54/542977.jpg&w=200&h=200
Apple iPhone XR 128Gb,13719,https://www.pandashop.md/ru/product/iphone-xr-128gb-black-00-00188125/,https://cdn.pandashop.md/i/?i=/i/products/46/467174.jpg&w=200&h=200
Oppo A31 4Gb/64Gb,3249,https://www.pandashop.md/ru/product/a31-4gb-64gb-black-00269579/,https://cdn.pandashop.md/i/?i=/i/products/63/636449.jpg&w=200&h=200
Maxcom MM426,649,https://www.pandashop.md/ru/product/mm426-00267186/,https://cdn.pandashop.md/i/?i=/i/products/63/630824.jpg&w=200&h=200
Huawei Nova 5T 6Gb/128Gb,7039,https://www.pandashop.md/ru/product/nova-5t-6gb-128gb-purple-00238476/,https://cdn.pandashop.md/i/?i=/i/products/57/575273.jpg&w=200&h=200
Xiaomi Mi 10 Lite 6Gb/64Gb,6199,https://www.pandashop.md/ru/product/mi-10-lite-6gb-64gb-white-00289714/,https://cdn.pandashop.md/i/?i=/i/products/66/669743.jpg&w=200&h=200
Huawei P30 6Gb/128Gb,10256,https://www.pandashop.md/ru/product/p30-6gb-128gb-black-00198500/,https://cdn.pandashop.md/i/?i=/i/products/62/623229.jpg&w=200&h=200
Samsung SM-A013 Galaxy A01 Core 1GB/16Gb,1776,https://www.pandashop.md/ru/product/a01-core-1-16gb-black-00307789/,https://cdn.pandashop.md/i/?i=/i/products/71/717035.jpg&w=200&h=200
Philips E580,1754,https://www.pandashop.md/ru/product/e580-black-00225098/,https://cdn.pandashop.md/i/?i=/i/products/54/543134.jpg&w=200&h=200
Apple iPhone 11 Pro Max Dual Sim 64Gb,26979,https://www.pandashop.md/ru/product/iphone-11-pro-max-dual-sim-64gb-silver-00226861/,https://cdn.pandashop.md/i/?i=/i/products/54/547438.jpg&w=200&h=200
Samsung SM-A515 Galaxy A51 6Gb/128Gb,6349,https://www.pandashop.md/ru/product/a51-6-128-samsung-sm-a515fzwwsek-00243133/,https://cdn.pandashop.md/i/?i=/i/products/58/583348.jpg&w=200&h=200
Xiaomi Mi 10 Lite 6Gb/128Gb,6599,https://www.pandashop.md/ru/product/mi-10-lite-6gb-128gb-gray-00289719/,https://cdn.pandashop.md/i/?i=/i/products/66/669721.jpg&w=200&h=200
Samsung SM-A115 Galaxy A11 2Gb/32Gb,3182,https://www.pandashop.md/ru/product/sm-a115-galaxy-a11-2gb-32gb-white-00271261/,https://cdn.pandashop.md/i/?i=/i/products/63/639387.jpg&w=200&h=200
Huawei Nova 5T 6Gb/128Gb,7002,https://www.pandashop.md/ru/product/nova-5t-6gb-128gb-blue-00238475/,https://cdn.pandashop.md/i/?i=/i/products/57/575268.jpg&w=200&h=200
Huawei Y6P 3Gb/64Gb Phantom,3085,https://www.pandashop.md/ru/product/y6p-3gb-64gb-phantom-purple-00289860/,https://cdn.pandashop.md/i/?i=/i/products/66/665271.jpg&w=200&h=200
Ergo F188 Play,299,https://www.pandashop.md/ru/product/f188-play-black-00275643/,https://cdn.pandashop.md/i/?i=/i/products/66/660630.jpg&w=200&h=200
Samsung SM-A315 Galaxy A31 4Gb/128Gb,4999,https://www.pandashop.md/ru/product/a315-galaxy-a31-4gb-128-prism-crush-black-00265326/,https://cdn.pandashop.md/i/?i=/i/products/62/625819.jpg&w=200&h=200
Huawei P30 Lite 4Gb/128Gb,5393,https://www.pandashop.md/ru/product/p30-lite-pearl-white-00202384/,https://cdn.pandashop.md/i/?i=/i/products/49/496999.jpg&w=200&h=200
Apple iPhone 11 Pro 64Gb Midnight,21364,https://www.pandashop.md/ru/product/iphone-11-pro-64gb-midnight-green-00224554/,https://cdn.pandashop.md/i/?i=/i/products/54/542973.jpg&w=200&h=200
Huawei Nova 5T 6Gb/128Gb,6623,https://www.pandashop.md/ru/product/mobile-phone-huawei-nova-5t-128gb-00238467/,https://cdn.pandashop.md/i/?i=/i/products/57/575263.jpg&w=200&h=200
Huawei Y6P 3Gb/64Gb Emerald,3085,https://www.pandashop.md/ru/product/y6p-3gb-64gb-emerald-green-00289859/,https://cdn.pandashop.md/i/?i=/i/products/66/665230.jpg&w=200&h=200
Samsung SM-A217 Galaxy A21s 3Gb/32Gb,3749,https://www.pandashop.md/ru/product/sm-a217-galaxy-a21s-3gb-32gb-blue-00268284/,https://cdn.pandashop.md/i/?i=/i/products/63/639526.jpg&w=200&h=200
Oppo A12 3Gb/32Gb,2499,https://www.pandashop.md/ru/product/a12-3gb-32gb-blue-00286091/,https://cdn.pandashop.md/i/?i=/i/products/65/657538.jpg&w=200&h=200
Alcatel 2019G Metalic,839,https://www.pandashop.md/ru/product/2019g-metalic-silver-00252987/,https://cdn.pandashop.md/i/?i=/i/products/60/601673.jpg&w=200&h=200
Samsung SM-A217 Galaxy A21s 3Gb/32Gb,3787,https://www.pandashop.md/ru/product/sm-a217-galaxy-a21s-3gb-32gb-white-00268285/,https://cdn.pandashop.md/i/?i=/i/products/63/639548.jpg&w=200&h=200
Vonino Nono 33 Duos,299,https://www.pandashop.md/ru/product/nono-33-duos-dark-blue-00-00188922/,https://cdn.pandashop.md/i/?i=/i/products/46/467657.jpg&w=200&h=200
Maxcom MM428BB Black/Red,649,https://www.pandashop.md/ru/product/mm428bb-black-red-00-00178383/,https://cdn.pandashop.md/i/?i=/i/products/43/432202.jpg&w=200&h=200
Samsung SM-A315 Galaxy A31 4Gb/64Gb,4499,https://www.pandashop.md/ru/product/-a315-galaxy-a31-4gb-64gb-prism-crush-red-00266638/,https://cdn.pandashop.md/i/?i=/i/products/63/631456.jpg&w=200&h=200
Nokia 110 Dual Sim,539,https://www.pandashop.md/ru/product/110-2019-dual-sim-black-00235366/,https://cdn.pandashop.md/i/?i=/i/products/56/567387.jpg&w=200&h=200
Philips E182,1237,https://www.pandashop.md/ru/product/e182-blue-00225094/,https://cdn.pandashop.md/i/?i=/i/products/54/543088.jpg&w=200&h=200
Samsung Galaxy M21 4Gb/64Gb,4255,https://www.pandashop.md/ru/product/galaxy-m21-4gb-64gb-green-00268361/,https://cdn.pandashop.md/i/?i=/i/products/63/634394.jpg&w=200&h=200
Ergo F186 Solace,379,https://www.pandashop.md/ru/product/f186-solace-black-00224229/,https://cdn.pandashop.md/i/?i=/i/products/54/541084.jpg&w=200&h=200
Samsung SM-A315 Galaxy A31 4Gb/128Gb,4699,https://www.pandashop.md/ru/product/15-galaxy-a31-4gb-128gb-prism-crush-white-00268281/,https://cdn.pandashop.md/i/?i=/i/products/63/634403.jpg&w=200&h=200
Ergo F248 Defender,729,https://www.pandashop.md/ru/product/f248-defender-black-00224230/,https://cdn.pandashop.md/i/?i=/i/products/54/541091.jpg&w=200&h=200
Samsung SM-G980 Galaxy S20 8Gb/128Gb,16409,https://www.pandashop.md/ru/product/sm-g980-galaxy-s20-8gb-128gb-cloud-blue-00245617/,https://cdn.pandashop.md/i/?i=/i/products/58/588755.jpg&w=200&h=200
Samsung SM-G980 Galaxy S20 8Gb/128Gb,16399,https://www.pandashop.md/ru/product/sm-g980-galaxy-s20-8gb-128gb-cosmic-gray-00245619/,https://cdn.pandashop.md/i/?i=/i/products/58/588758.jpg&w=200&h=200
Philips E255 DS,1237,https://www.pandashop.md/ru/product/e255-ds-black-00225095/,https://cdn.pandashop.md/i/?i=/i/products/54/543102.jpg&w=200&h=200
Samsung SM-G973 Galaxy S10 8Gb/128Gb EU,12927,https://www.pandashop.md/ru/product/sm-g973-galaxy-s10-8gb-128gb-eu-black-00216233/,https://cdn.pandashop.md/i/?i=/i/products/52/525029.jpg&w=200&h=200
Philips E169,771,https://www.pandashop.md/ru/product/e169-red-00225093/,https://cdn.pandashop.md/i/?i=/i/products/54/543084.jpg&w=200&h=200
Maxcom MM134,499,https://www.pandashop.md/ru/product/mm134-black-00-00185040/,https://cdn.pandashop.md/i/?i=/i/products/45/453288.jpg&w=200&h=200
Philips E255,1237,https://www.pandashop.md/ru/product/e255-blue-00225096/,https://cdn.pandashop.md/i/?i=/i/products/54/543093.jpg&w=200&h=200
Vonino Nono 33 Duos,299,https://www.pandashop.md/ru/product/nono-33-duos-grey-00-00188921/,https://cdn.pandashop.md/i/?i=/i/products/46/467661.jpg&w=200&h=200
Philips E169,771,https://www.pandashop.md/ru/product/e169-dark-grey-00225092/,https://cdn.pandashop.md/i/?i=/i/products/54/543062.jpg&w=200&h=200
Oppo A72 4Gb/128Gb,4599,https://www.pandashop.md/ru/product/a72-4gb-128gb-black-00271278/,https://cdn.pandashop.md/i/?i=/i/products/63/639846.jpg&w=200&h=200
Maxcom MM917,1499,https://www.pandashop.md/ru/product/mm917-00293594/,https://cdn.pandashop.md/i/?i=/i/products/67/676199.jpg&w=200&h=200
Apple iPhone 12 Pro Max 128Gb,35668,https://www.pandashop.md/ru/product/iphone-12-pro-max-128gb-silver-00317660/,https://cdn.pandashop.md/i/?i=/i/products/73/734619.jpg&w=200&h=200
Samsung SM-A013 Galaxy A01 Core 1Gb/16Gb,1776,https://www.pandashop.md/ru/product/a01-core-1-16gb-red-00307790/,https://cdn.pandashop.md/i/?i=/i/products/71/717057.jpg&w=200&h=200
Philips E109,565,https://www.pandashop.md/ru/product/e109-black-00225088/,https://cdn.pandashop.md/i/?i=/i/products/54/543038.jpg&w=200&h=200
Oppo Find X2 12Gb/256Gb,17352,https://www.pandashop.md/ru/product/oppo-find-x2-5g-12-256gb-00286088/,https://cdn.pandashop.md/i/?i=/i/products/65/657572.jpg&w=200&h=200
Maxcom MM236 Black/Silver,633,https://www.pandashop.md/ru/product/mm236-black-gold-00292023/,https://cdn.pandashop.md/i/?i=/i/products/67/677357.jpg&w=200&h=200
Maxcom MM920,1249,https://www.pandashop.md/ru/product/mm920-yellow-00-00178390/,https://cdn.pandashop.md/i/?i=/i/products/43/432964.jpg&w=200&h=200
Apple iPhone XR 128Gb Duos,13719,https://www.pandashop.md/ru/product/iphone-xr-128gb-duos-white-00-00178367/,https://cdn.pandashop.md/i/?i=/i/products/43/431628.jpg&w=200&h=200
Philips E109,565,https://www.pandashop.md/ru/product/e109-red-00225089/,https://cdn.pandashop.md/i/?i=/i/products/54/543046.jpg&w=200&h=200
Apple iPhone 12 Pro Max 256Gb,38411,https://www.pandashop.md/ru/product/iphone-12-pro-max-256gb-graphite-00317662/,https://cdn.pandashop.md/i/?i=/i/products/73/734604.jpg&w=200&h=200
Philips E255,1237,https://www.pandashop.md/ru/product/e255-white-00225097/,https://cdn.pandashop.md/i/?i=/i/products/54/543119.jpg&w=200&h=200
Xiaomi Mi 10 Lite 6Gb/128Gb,7134,https://www.pandashop.md/ru/product/mi-10-lite-6gb-128gb-blue-00289718/,https://cdn.pandashop.md/i/?i=/i/products/66/669674.jpg&w=200&h=200
Vonino Nono C 2G,407,https://www.pandashop.md/ru/product/nono-c-2g-black-blue-00225125/,https://cdn.pandashop.md/i/?i=/i/products/54/543251.jpg&w=200&h=200
Philips E125,720,https://www.pandashop.md/ru/product/e125-blue-00225091/,https://cdn.pandashop.md/i/?i=/i/products/54/543050.jpg&w=200&h=200
Samsung Galaxy F916 Z Fold 2 12Gb/256Gb,39999,https://www.pandashop.md/ru/product/f916-12-256-zfold2-black-00311994/,https://cdn.pandashop.md/i/?i=/i/products/72/724304.jpg&w=200&h=200
Vonino Nono C 2G Blue/Yellow,407,https://www.pandashop.md/ru/product/nono-c-2g-blue-yellow-00225126/,https://cdn.pandashop.md/i/?i=/i/products/54/543253.jpg&w=200&h=200
Samsung SM-A013 Galaxy A01 Core 1Gb/16Gb,1776,https://www.pandashop.md/ru/product/a01-core-1-16gb-blue-00310345/,https://cdn.pandashop.md/i/?i=/i/products/72/722630.jpg&w=200&h=200
Huawei P40 Lite 6Gb/128Gb Sakura,5298,https://www.pandashop.md/ru/product/p40-lite-6gb-128gb-sakura-pink-00289851/,https://cdn.pandashop.md/i/?i=/i/products/66/665120.jpg&w=200&h=200
Apple iPhone 11 Pro Dual Sim 64Gb,26522,https://www.pandashop.md/ru/product/iphone-11-pro-dual-sim-64gb-silver-00226908/,https://cdn.pandashop.md/i/?i=/i/products/54/547396.jpg&w=200&h=200
Maxcom MM818,502,https://www.pandashop.md/ru/product/mm818-black-00-00178386/,https://cdn.pandashop.md/i/?i=/i/products/43/432318.jpg&w=200&h=200
Maxcom MM721BB,1056,https://www.pandashop.md/ru/product/mm721bb-black-00-00178385/,https://cdn.pandashop.md/i/?i=/i/products/43/433154.jpg&w=200&h=200
Apple iPhone 12 Pro Max 128Gb,35668,https://www.pandashop.md/ru/product/iphone-12-pro-max-128gb-graphite-00317659/,https://cdn.pandashop.md/i/?i=/i/products/73/734592.jpg&w=200&h=200
Blackview A80 2Gb/16Gb,1999,https://www.pandashop.md/ru/product/a80-2gb-16gb-blue-00331205/,https://cdn.pandashop.md/i/?i=/i/products/75/755927.jpg&w=200&h=200
Philips E125,720,https://www.pandashop.md/ru/product/e125-black-00225090/,https://cdn.pandashop.md/i/?i=/i/products/54/543048.jpg&w=200&h=200
Maxcom MK241,1449,https://www.pandashop.md/ru/product/mk241-00292021/,https://cdn.pandashop.md/i/?i=/i/products/67/671916.jpg&w=200&h=200
Huawei P40 Lite E 4Gb/64Gb Midnight black,3425,https://www.pandashop.md/ru/product/p40-lite-e-4gb-64gb-midnight-black-00330517/,https://cdn.pandashop.md/i/?i=/i/products/75/754616.jpg&w=200&h=200
Oppo Reno 4 Pro 12Gb/256Gb,15846,https://www.pandashop.md/ru/product/reno-4-pro-12gb-256gb-black-00311196/,https://cdn.pandashop.md/i/?i=/i/products/72/723918.jpg&w=200&h=200
Apple iPhone 12 Pro Max 256Gb,38411,https://www.pandashop.md/ru/product/iphone-12-pro-max-256gb-silver-00317663/,https://cdn.pandashop.md/i/?i=/i/products/73/734623.jpg&w=200&h=200
Maxcom MM142,470,https://www.pandashop.md/ru/product/mm142-black-00206999/,https://cdn.pandashop.md/i/?i=/i/products/50/508862.jpg&w=200&h=200
Samsung Galaxy M31 6Gb/64Gb,5027,https://www.pandashop.md/ru/product/galaxy-m31-6gb-64gb-ocean-blue-00326775/,https://cdn.pandashop.md/i/?i=/i/products/74/748754.jpg&w=200&h=200
Xiaomi Mi 10 Lite 6Gb/128Gb,7094,https://www.pandashop.md/ru/product/mi-10-lite-6gb-128gb-white-00289723/,https://cdn.pandashop.md/i/?i=/i/products/66/669733.jpg&w=200&h=200
Samsung Galaxy N980 Note20 8Gb/256Gb Mystic,18492,https://www.pandashop.md/ru/product/galaxy-n980-note20-8-256-mystic-gray-00308139/,https://cdn.pandashop.md/i/?i=/i/products/71/717238.jpg&w=200&h=200
Maxcom MM920,1249,https://www.pandashop.md/ru/product/mm920-black-00314506/,https://cdn.pandashop.md/i/?i=/i/products/72/726919.jpg&w=200&h=200
Samsung G780 S20fe 6/128Gb,12999,https://www.pandashop.md/ru/product/g780-s20fe-6-128gb-cloud-mint-00307972/,https://cdn.pandashop.md/i/?i=/i/products/71/717112.jpg&w=200&h=200
Apple iPhone 12 128Gb,22041,https://www.pandashop.md/ru/product/iphone-12-128gb-black-00331422/,https://cdn.pandashop.md/i/?i=/i/products/75/755509.jpg&w=200&h=200
Blackview BV5900,3399,https://www.pandashop.md/ru/product/bv5900-black-00331187/,https://cdn.pandashop.md/i/?i=/i/products/75/755963.jpg&w=200&h=200
Xiaomi Poco X3 6Gb/64Gb,5299,https://www.pandashop.md/ru/product/poco-x3-6gb-64gb-blue-00327260/,https://cdn.pandashop.md/i/?i=/i/products/75/750795.jpg&w=200&h=200
